cleaned_text,sentiment_scores,sentiment_labels
feel like world feel make usb disco,0.5915051,neutral
dont want believe im sad,0.92842126,negative
wondering gamebattles,0.81087106,neutral
white trash v,0.9029056,negative
use,0.5421789,neutral
spring break one celebrate,0.76872194,positive
bah car waiting,0.63825536,neutral
pretty anti memorial tattoo official disapproving family,0.8275894,negative
longterm member team leaving miss working hope well next venture,0.52852845,positive
sad knowing found crazy world live child deserves ya,0.5021096,neutral
wan na rock maxi dress lacking funding,0.66108173,neutral
course baby screaming crib night first day back let cry boooo,0.50490123,neutral
home missing baby busy week ahead fri chill day guy egg hunt spiral dmb sat night,0.7416906,neutral
never found everytime click twitter thing go page,0.6079382,neutral
horrible sorryto hear,0.9635044,negative
cant find say dtmafiaofficial doesnt jus dtmafia found n u dun seem b followin wht,0.5243259,negative
thought would support,0.5219118,neutral
eff sarth stole nail,0.6010201,neutral
wish spring fling tour dawn neecee sigh,0.6750139,neutral
hoyts distribution nz website working like need,0.5164068,neutral
like first movie cillian murphy hot,0.72547764,positive
wish good old cartoon come captain,0.484296,positive
feeling v good abt,0.96528536,positive
got text sarah,0.8350261,neutral
another day centre point time early start guessing train rammed commuter,0.8342535,neutral
four game modern warfare halo brutal bioshock need cash,0.6310373,neutral
disconcerting,0.8653875,negative
actually whole site finally taken damn russian,0.8234798,negative
tweet arent going,0.5180862,negative
finished delicious last paris miss europe tastiest milk drink,0.8448701,positive
ilearn great considering final,0.7923487,positive
stressed outttt,0.78646255,negative
also shouldve bern asleep hour ago,0.68226904,neutral
trying figure twitter friend soo much,0.5366942,neutral
custom icon look cool edge could le square might look bad diff background,0.50573957,neutral
want back la,0.70730686,neutral
dunno use forum get frustrated miss talking,0.8627741,negative
option,0.539347,neutral
unfortunately one moment giant squid,0.6866644,negative
want one branch midv open,0.8000684,neutral
sorry hear,0.5430955,negative
change ordered mac time hit,0.8077309,neutral
nan,0.52818847,neutral
see tweet almost jrk,0.8588533,neutral
received stimulus yet,0.7187131,neutral
seen ur tweet plz write bak u get havnt got one reply bak,0.6132974,neutral
awwwww trying go sleep hour ago,0.7953742,negative
sorry hear always sad lose close loved,0.88092554,negative
cant sleep im still feelin like piece shit,0.9617133,negative
oh hard always hope old border collie go,0.65723515,neutral
really cool part wont spoil,0.86808467,positive
time warp without,0.77266604,neutral
lol still slap face warm end march,0.71146,neutral
hate converting movie put em itouch,0.8599638,negative
gross pimple,0.8603904,negative
yea lol,0.4807806,neutral
one le follower tonight,0.86327004,neutral
mom last brb figure whether burned,0.8120317,neutral
feel like,0.6941576,neutral
karate tournament week,0.8303697,neutral
going sleep finish statistic,0.7027197,neutral
north carolina aint nothin stopping nba draft,0.785953,neutral
sleep,0.5772621,neutral
reaaly miss john fuck rude remove like,0.973382,negative
going late one mqu today,0.7956698,neutral
im tired need,0.6522904,negative
leavin foot hurt,0.64971304,negative
sad totally cried,0.51377904,negative
bah car waiting,0.63825536,neutral
still,0.57494235,neutral
little sad,0.8504303,negative
mom dad get around early,0.8110761,neutral
asleep two hour ago,0.7293209,neutral
sorry hear,0.5430955,negative
funny little thing make criminal breakn brownstone lawnord ci made misty,0.56505424,neutral
great sold year ago,0.5026825,neutral
im mac iitsc still sweating,0.613551,neutral
awww,0.58781415,negative
give nothing good twenty,0.71938574,negative
hot compress rily workng pulled muscle gng good night,0.6484829,positive
invite session ashok hotel today exec chef damn workload skip,0.6951248,neutral
sorry hear dog wishing happier day,0.64770764,positive
miss,0.48100737,neutral
cool tweet apps razr,0.7436126,positive
got ta wake hella early tomorrow,0.7653583,neutral
still hate organizing clothes,0.9602131,negative
playing new mobbler add great new play music like,0.8708828,positive
oh one bestie missing,0.5416621,neutral
time come back flawda double sorry hear,0.6504407,neutral
way late working client,0.53005695,neutral
blegghhhh go work,0.615567,negative
back work john muir dr,0.84196764,neutral
emailed yesterday u never responded,0.55798745,negative
going long year,0.7005409,neutral
got done watching new house one saddest episode,0.9658072,negative
tax horrified something wrong turbotax decided keep around lot stuff turned,0.72992194,negative
sleep tomorrow gon na suck,0.9420126,negative
wtf oh pissed mean really wtf,0.92322236,negative
know dont know said,0.5602336,neutral
cash rule everything around,0.7594428,neutral
picked oat market eat breakfast boy time work late night,0.8433095,neutral
feel sick much icecream,0.84323573,negative
computer account yet,0.71371174,neutral
awww wish could sydney,0.659373,neutral
hahaha feel like everyone know show joke except,0.6026644,neutral
spell totally suck,0.9516112,negative
vaccinated vaccinate yr confused damn thing,0.91747785,negative
school least last,0.6090934,neutral
got ta get early tomorrow ready,0.7531081,neutral
miss home calving black one died morning wish bottle,0.72230387,neutral
sorry brother dog sam sick,0.8289076,negative
back get spend next hour alone dispatch room,0.6234798,neutral
new kind sound bc cherry strawberry fav added watermellon yucky,0.64938545,negative
much productive day angel,0.92335755,positive
oh gee insomnia suck tried,0.9467492,negative
good hear support netbeans know,0.82153535,positive
wish would get time rest unfornately cairo wait mtva play,0.7430656,neutral
heartbroken little prayer,0.8080817,negative
finish tomorrow maybe,0.83640856,neutral
come ur background cover screen mine,0.8270968,neutral
wrote exactly three line dialogue gave,0.79847354,neutral
complaint facebook changed much confusing,0.64380157,negative
sliced finger,0.6969814,neutral
going thru town traffic bypass stink,0.76747435,negative
ugh wish good cuddle make as,0.477593,positive
hate software update downloads update without telling never know downloading,0.65522116,neutral
went ihop great diet least kung foo pancake,0.895889,positive
internet hating night,0.9020543,negative
missed opening day year,0.6833872,negative
cruel wait review come far look like star trek best film,0.8970589,positive
debating shower sleep little later tomorrow,0.93054706,neutral
stress always culminates physical,0.6950356,negative
need cant,0.52186865,negative
little pinky finger hurt,0.79602844,negative
sorry gift card ran,0.7628001,neutral
home spring one home tho,0.7666893,neutral
accessed google phone support indic language,0.74438876,neutral
school take life much get sleep anymore still school work well,0.48671636,neutral
aw wish really speak yia yia speak english,0.76120096,neutral
free comp lol,0.54437095,positive
getting ready clean house top bottom,0.7973352,neutral
cry friend moving away tomorrow,0.5511729,neutral
stop night,0.5708233,neutral
think getting cold caught oh trip would,0.74375963,neutral
yeah bcoz kal penn visiting lecturer somewhere n cant show im gon na miss,0.56319445,negative
procrastination start early want reaaaaad write paper,0.5058734,negative
apparently degress washington miss winter already,0.6843324,negative
bored homee,0.60048836,negative
massage spilled coke desk watching simpson finished hill,0.60574895,negative
wait fanclub even tough favorite,0.5203144,neutral
mild left inner ear got irritating feeling since,0.88467485,negative
hey cuteness away awhile,0.54393935,positive
tuesday,0.62745214,neutral
haha even know twitter haha,0.48379788,positive
someone alarm clock phone woke got headache yesterday night,0.53457433,negative
awww poor puppy,0.92571235,negative
might break eat buffalo wing tomorrow,0.8535693,neutral
sittin really really reallly know waiting day one,0.7393159,neutral
fed bokkie many birthday,0.58323073,positive
kinda agency told going please help create,0.6317762,neutral
work laptop officially dead happy,0.792637,positive
freezing,0.53888285,neutral
put listen mom,0.7044161,neutral
stucked paris even travel france,0.76442045,negative
think one close last time closest one mile,0.81726784,neutral
aaaaand back literature review least friendly cup coffee keep,0.6297079,neutral
worried get even though paid buttload tax last year,0.56192684,neutral
still,0.57494235,neutral
phoneless sleep,0.65969926,negative
reeked alcohol dentist morning drunk put realised huge dentist looked disgusted,0.89703745,negative
really cold,0.5969799,negative
cant sleep want,0.81330806,negative
sleep hate night try go bed early stay awake,0.82989144,negative
bad people like certain man,0.84099287,negative
nan,0.52818847,neutral
found mum adopted auntie check mum awesome auntie,0.89576775,positive
got ta go work later going crappy,0.7701988,negative
struggling eam law,0.52603155,neutral
sleep like,0.6441068,neutral
bout start poor linny keep eye tired work tomorrow night,0.5622416,negative
year old year driving around want like,0.7197125,neutral
nan,0.52818847,neutral
place help get much rip wall,0.757461,neutral
opening partially frozen beer oven kitchen smell like run speakeasy,0.6015312,neutral
dont even know ride,0.5087548,negative
think need counciling,0.6949154,neutral
making ready feel like two test,0.63311166,neutral
smugness train also failed turn heading victoria followed unpleasant tube ride,0.92952675,negative
anybody know ipod,0.71041393,neutral
aww earthquake italy made sad saw pic,0.8944895,negative
never able afford get much rather go extraction continue deal,0.61621785,negative
pet care people try run others send suspicious fishing,0.650814,negative
mia tho,0.55333024,neutral
doesnt work cell go,0.87375945,negative
going nice tomorrow rain come nice weather birthday,0.9666558,positive
rock band,0.7676852,neutral
roomie home scratch comforter goto large laundromat,0.87257254,neutral
one hardest thing one chat end day usually,0.6132422,negative
killed character one favorite show upset,0.587903,negative
jealous friend got see new star trek film austin,0.7105142,neutral
listening got really bad headache drivin lesson ten lucky wana,0.92503715,negative
shut home boring suckassy breakfast miss,0.9705897,negative
good morning pkoi fais pa beau bon coffee,0.6844897,positive
work,0.5791137,neutral
essay,0.53778774,neutral
hey u talk r home hope r wish coming home,0.67292005,positive
